rank,h_m,r_m,rel_az_deg,cam_c_h_m,score,valid,flag_reason,pareto,pose_fidelity,absolute_placement,stability,mpjpe_aligned_mm,mpjpe_mm,registration_offset_mm,id_drops,jitter_variance,joint_visibility_both,convergence_angle_deg,convergence_ab_deg,convergence_ac_deg,convergence_bc_deg,tilt_deg,n_subjects
90,3.5,4.5,150.0,4.0,0.708211276633901,True,ok,False,0.668642667186692,0.9209203034380691,0.6323529411764706,79.64431990639545,125.12571173383436,101.25861953650345,8.0,20896.273446308518,1.0,67.87078905973043,99.36233448138768,52.1250163489018,52.1250163489018,29.054604099077146,1
91,3.5,4.0,180.0,5.0,0.7065269447103759,True,ok,False,0.6080171091963069,0.9096507740905241,0.7352941176470588,90.55692034466476,135.83176461400222,111.36582298186411,5.0,33979.01515519404,1.0,65.08543311238715,97.62814966858072,48.81407483429036,48.81407483429036,32.005383208083494,1
92,3.0,3.5,150.0,4.5,0.7057397163295613,True,ok,False,0.6435976704919779,0.9113010440733241,0.6722689075630253,84.15241931144398,134.26400813034206,110.54540028381156,7.0,22751.745890016435,1.0,64.37978596182849,94.34194717549441,49.39870535499553,49.39870535499553,29.74488129694222,1
93,3.0,4.5,150.0,4.0,0.7041407139021525,True,ok,False,0.6578043392567493,0.908755746578973,0.6449579831932774,81.59521893378513,136.6820407499757,117.39812123331818,8.0,17013.572534082195,1.0,73.19647780794178,106.9695684757849,56.30993247402022,56.30993247402022,23.962488974578182,1
94,4.5,5.0,180.0,3.5,0.701982713696542,True,ok,False,0.6593352735638522,0.9288022753293818,0.6218487394957983,81.3196507585066,117.6378384370874,90.16706854171694,8.0,22580.636383598914,1.0,64.01705000557779,96.02557500836669,48.01278750418334,48.01278750418334,34.99202019855866,1
95,3.0,4.5,150.0,5.0,0.7001200795332402,True,ok,False,0.647779311790349,0.9042613618878075,0.6512605042016807,83.39972387773719,140.95170620658288,119.65913782644526,7.0,29624.035527713502,1.0,73.19647780794178,106.9695684757849,56.30993247402022,56.30993247402022,23.962488974578182,1
96,4.5,5.0,180.0,5.0,0.6999435777690713,True,ok,False,0.6028749748246457,0.9053455778341629,0.7247899159663865,91.48250453156378,139.92170105754522,113.93719142595978,5.0,39005.063388111404,1.0,64.01705000557779,96.02557500836669,48.01278750418334,48.01278750418334,34.99202019855866,1
97,3.5,5.0,180.0,4.5,0.6996936734409749,True,ok,False,0.6369974074935908,0.9227815711599731,0.6554621848739496,85.34046665115365,123.35750739802566,94.14021582545836,7.0,29386.328187658102,1.0,73.34397306858845,110.01595960288267,55.00797980144134,55.00797980144134,26.56505117707799,1
98,3.0,4.0,180.0,4.0,0.6949238847025101,True,ok,False,0.6087277488818339,0.9191866059298148,0.6890756302521008,90.4290052012699,126.7727243666759,93.2653642144377,6.0,32777.38852014693,1.0,70.84013647220799,106.26020470831197,53.13010235415599,53.13010235415599,26.56505117707799,1
99,4.0,4.0,180.0,5.5,0.6940694004096956,True,ok,False,0.6435930412662298,0.9285912896392057,0.6218487394957983,84.15325257207863,117.83827484275463,87.68706417763875,9.0,14812.33542052431,1.0,60.0,90.0,45.00000000000001,45.00000000000001,36.86989764584402,1
100,3.0,3.5,150.0,5.5,0.6937589062203798,True,ok,False,0.6689618874186909,0.9077343503702978,0.592436974789916,79.58686026463565,137.65236714821702,115.4173255479669,9.0,20944.02615907545,1.0,64.37978596182849,94.34194717549441,49.398705354995535,49.398705354995535,29.74488129694222,1
101,3.5,4.0,150.0,3.5,0.6851926656354899,True,ok,False,0.6606285179677802,0.9298542181319486,0.5630252100840336,81.08686676579957,116.63849277464884,86.51817783870025,11.0,22678.70514759801,1.0,63.629324047296734,93.2598224733095,48.81407483429036,48.81407483429036,32.005383208083494,1
102,3.5,4.5,180.0,3.5,0.6786777393238136,True,ok,False,0.6476688142021412,0.9233763249792613,0.5672268907563025,83.41961344361458,122.79249126970181,99.42352068045771,11.0,22129.21340264993,1.0,69.50002179853574,104.2500326978036,52.1250163489018,52.1250163489018,29.054604099077146,1
103,3.0,4.0,150.0,5.5,0.6765530374450244,True,ok,False,0.6372784027670706,0.8914599366099663,0.5987394957983193,85.2898875019273,153.11306022053202,130.83784740405991,8.0,29615.760635849558,1.0,69.15382809012245,101.20127956205536,53.13010235415599,53.13010235415599,26.56505117707799,1
104,3.5,4.5,180.0,5.5,0.6756951665436397,True,ok,False,0.6236312162767964,0.9118347668161233,0.6050420168067228,87.74638107017665,133.75697152468285,109.65113560087174,8.0,27532.72136353494,1.0,69.50002179853574,104.2500326978036,52.1250163489018,52.1250163489018,29.054604099077146,1
105,3.5,4.0,150.0,7.0,0.6690971478430792,True,ok,False,0.6207417646203595,0.9144296469922282,0.5861344537815126,88.2664823683353,131.29183535738326,99.08720160911298,8.0,34325.135463487546,1.0,63.629324047296734,93.2598224733095,48.81407483429036,48.81407483429036,32.005383208083494,1
106,3.5,5.0,180.0,5.5,0.6644167977511003,True,ok,False,0.6194171298701346,0.9132470464331057,0.573529411764706,88.50491662337576,132.41530588854957,101.15667140623515,9.0,24113.188259531,1.0,73.34397306858845,110.01595960288267,55.00797980144133,55.00797980144133,26.56505117707799,1
107,2.5,3.5,150.0,4.5,0.6640138079486583,True,ok,False,0.6184620981616621,0.9104684161878756,0.5756302521008404,88.67682233090082,135.05500462151824,106.40737241115124,9.0,23814.704004938332,1.0,70.85077026732831,103.6276663859337,54.46232220802562,54.46232220802562,23.198590513648185,1
108,3.0,4.5,180.0,3.5,0.663095519908751,True,ok,False,0.587373557400628,0.901665554781681,0.6302521008403362,94.27275966788696,143.41772295740302,118.67211723279102,7.0,42406.81660666015,1.0,75.07990996536029,112.61986494804043,56.309932474020215,56.309932474020215,23.962488974578182,1
109,3.5,5.0,180.0,4.0,0.6569288239766848,False,jitter>50000,False,0.5796832687644148,0.9026628387286897,0.6218487394957983,95.65701162240534,142.4703032077448,112.28727555676431,7.0,57543.44669492265,1.0,73.34397306858845,110.01595960288267,55.00797980144134,55.00797980144134,26.56505117707799,1
110,3.0,4.5,180.0,4.5,0.6537573044436615,True,ok,False,0.5473769404732012,0.8919408096907672,0.6722689075630252,101.47215071482378,152.65623079377124,124.85591909506286,6.0,45240.34282386285,1.0,75.0799099653603,112.61986494804043,56.30993247402022,56.30993247402022,23.962488974578182,1
111,2.5,3.5,150.0,4.0,0.6518041789666618,True,ok,False,0.6125093469081858,0.8958147544536009,0.5546218487394957,89.74831755652654,148.9759832690792,117.28432003275205,10.0,28213.02353901622,1.0,70.85077026732831,103.6276663859337,54.46232220802562,54.46232220802562,23.198590513648185,1
112,3.5,4.0,150.0,6.0,0.6504365189351743,True,ok,False,0.5897710594595701,0.901704525858879,0.5840336134453782,93.84120929727739,143.38070043406503,110.982248860275,8.0,34547.49178463074,1.0,63.629324047296734,93.2598224733095,48.81407483429036,48.81407483429036,32.005383208083494,1
113,4.5,5.0,180.0,4.0,0.6437884049807046,True,ok,False,0.5234246241903026,0.8925233215706235,0.6785714285714286,105.78356764574555,152.10284450790766,119.55373252529117,6.0,38468.818371249494,1.0,64.01705000557779,96.02557500836669,48.01278750418334,48.01278750418334,34.99202019855866,1
114,4.0,4.0,180.0,4.0,0.6413270658820843,True,ok,False,0.543115462637434,0.9097710425647355,0.6260504201680672,102.23921672526187,135.71750956350124,99.8069440927999,7.0,47731.90033980832,1.0,60.0,90.0,45.00000000000001,45.00000000000001,36.86989764584402,1
115,3.5,4.0,180.0,4.0,0.635168953518366,True,ok,False,0.5600157911104522,0.902906130151834,0.5819327731092437,99.19715760011862,142.2391763557578,117.70107658889444,8.0,34670.657477460285,1.0,65.08543311238715,97.62814966858072,48.81407483429036,48.81407483429036,32.005383208083494,1
116,3.0,3.5,150.0,4.0,0.625832267118317,False,jitter>50000,False,0.5748139184499494,0.8948576319036858,0.5315126050420168,96.53349467900911,149.88524969149844,126.05065797982118,9.0,53528.41421147286,1.0,64.37978596182849,94.34194717549441,49.398705354995535,49.398705354995535,29.74488129694222,1
117,3.0,4.5,180.0,6.5,0.6114980619984373,False,jitter>50000,False,0.5309608445452402,0.8918529045114386,0.5588235294117647,104.42704798185677,152.7397407141333,118.97592282599354,8.0,81043.99222802279,1.0,75.0799099653603,112.61986494804043,56.30993247402022,56.30993247402022,23.962488974578182,1
118,4.0,4.5,180.0,3.5,0.6040079016248274,False,jitter>50000,False,0.5303913502785479,0.9030947458731458,0.5273109243697479,104.52955694986139,142.05999142051158,105.89104904493318,9.0,66477.53589609872,1.0,64.4886142179064,96.73292132685961,48.3664606634298,48.3664606634298,33.690067525979785,1
119,3.0,3.5,150.0,3.5,0.6039456548577062,False,jitter>50000,False,0.4412179725702301,0.8547085529469892,0.7079831932773109,120.58076493735858,188.02687470036028,159.84080839755035,5.0,75530.35357073302,1.0,64.37978596182849,94.34194717549441,49.398705354995535,49.398705354995535,29.74488129694222,1
120,2.5,3.5,150.0,3.5,0.5742846021266209,False,jitter>50000,False,0.4867941736467546,0.8823787529868063,0.5147058823529411,112.37704874358417,161.74018466253395,128.6632443191951,10.0,74183.2430350122,1.0,70.85077026732831,103.6276663859337,54.46232220802562,54.46232220802562,23.198590513648185,1
