h_m,r_m,rel_az_deg,tilt_deg,convergence_angle_deg,subject_pos_name,mpjpe_mm,mpjpe_aligned_mm,registration_offset_mm,pck30,pck50,detection_coverage,joint_visibility_cam_a,joint_visibility_cam_b,joint_visibility_either,joint_visibility_both,unique_contribution_cam_b,jitter_variance,id_drops,cam_c_h_m,joint_visibility_cam_c,unique_contribution_cam_c,convergence_ab_deg,convergence_ac_deg,convergence_bc_deg
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,136.6820407499757,81.59521893378513,117.39812123331818,0.037530864197530864,0.12098765432098765,1.0,1.0,1.0,1.0,1.0,0.0,17013.572534082195,8.0,4.0,1.0,0.0,106.9695684757849,56.30993247402022,56.30993247402022
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,124.97298658993488,71.61269729106989,103.81269769167636,0.04567779960707269,0.1581532416502947,1.0,1.0,1.0,1.0,1.0,0.0,15764.837997577179,6.0,4.5,1.0,0.0,106.9695684757849,56.30993247402022,56.30993247402022
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,140.95170620658288,83.39972387773719,119.65913782644526,0.05114466634193863,0.15781782756941062,1.0,1.0,1.0,1.0,1.0,0.0,29624.035527713502,7.0,5.0,1.0,0.0,106.9695684757849,56.30993247402022,56.30993247402022
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,134.05516833568814,78.92276610351497,110.42158958836684,0.04140282513395031,0.14612761811982464,1.0,1.0,1.0,1.0,1.0,0.0,22916.324876622104,7.0,5.5,1.0,0.0,106.9695684757849,56.30993247402022,56.30993247402022
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,115.91597215551792,67.62868835271738,98.39452624972603,0.038929440389294405,0.14987834549878346,1.0,1.0,1.0,1.0,1.0,0.0,14779.138744378964,8.0,6.0,1.0,0.0,106.9695684757849,56.309932474020215,56.309932474020215
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,95.24652848129185,55.90516854016257,75.28447179544737,0.05693430656934306,0.18588807785888078,1.0,1.0,1.0,1.0,1.0,0.0,4092.2321826758657,9.0,6.5,1.0,0.0,106.9695684757849,56.30993247402022,56.30993247402022
3.0,4.5,150.0,23.962488974578182,73.19647780794178,center,99.17252949174468,50.487943647000336,84.2811319930625,0.041222788327929596,0.15006947660954145,1.0,1.0,1.0,1.0,1.0,0.0,2241.179442940889,9.0,7.0,1.0,0.0,106.9695684757849,56.309932474020215,56.309932474020215
3.0,4.5,180.0,23.962488974578182,75.07990996536029,center,143.41772295740302,94.27275966788696,118.67211723279102,0.05925925925925926,0.16246913580246913,1.0,1.0,1.0,1.0,1.0,0.0,42406.81660666015,7.0,3.5,1.0,0.0,112.61986494804043,56.309932474020215,56.309932474020215
3.0,4.5,180.0,23.962488974578182,75.0799099653603,center,116.877447711118,76.68389037657651,94.30830122380696,0.04221894943544428,0.163966617574865,1.0,1.0,1.0,1.0,1.0,0.0,16262.694444884271,7.0,4.0,1.0,0.0,112.61986494804043,56.30993247402022,56.30993247402022
3.0,4.5,180.0,23.962488974578182,75.0799099653603,center,152.65623079377124,101.47215071482378,124.85591909506286,0.05853418593212002,0.17166748647319233,1.0,1.0,1.0,1.0,1.0,0.0,45240.34282386285,6.0,4.5,1.0,0.0,112.61986494804043,56.30993247402022,56.30993247402022
3.0,4.5,180.0,23.962488974578182,75.0799099653603,center,98.14445594470794,63.72942438363441,79.19658630547994,0.06172839506172839,0.2,1.0,1.0,1.0,1.0,1.0,0.0,9181.215190386632,7.0,5.0,1.0,0.0,112.61986494804043,56.30993247402022,56.30993247402022
3.0,4.5,180.0,23.962488974578182,75.0799099653603,center,90.056770325745,58.356535265819744,70.71041904556418,0.06666666666666667,0.20493827160493827,1.0,1.0,1.0,1.0,1.0,0.0,3661.1800291388313,6.0,5.5,1.0,0.0,112.61986494804043,56.30993247402022,56.30993247402022
3.0,4.5,180.0,23.962488974578182,75.07990996536029,center,110.85076543220478,71.98547775236798,88.76261389669112,0.047407407407407405,0.15901234567901235,1.0,1.0,1.0,1.0,1.0,0.0,10287.682388379068,9.0,6.0,1.0,0.0,112.61986494804043,56.309932474020215,56.309932474020215
3.0,4.5,180.0,23.962488974578182,75.0799099653603,center,152.7397407141333,104.42704798185677,118.97592282599354,0.04411764705882353,0.15637254901960784,1.0,1.0,1.0,1.0,1.0,0.0,81043.99222802279,8.0,6.5,1.0,0.0,112.61986494804043,56.30993247402022,56.30993247402022
3.0,4.5,180.0,23.962488974578182,75.07990996536029,center,111.15937023048383,68.38183160788637,90.75446833432761,0.055501460564751706,0.18938656280428431,1.0,1.0,1.0,1.0,1.0,0.0,12427.64588074886,8.0,7.0,1.0,0.0,112.61986494804043,56.309932474020215,56.309932474020215
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,118.74823013150699,65.19838945360449,97.67271277180966,0.05522319374137138,0.1951219512195122,1.0,1.0,1.0,1.0,1.0,0.0,11766.396252152324,6.0,3.5,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,99.33742359139262,55.27922564408513,83.59476349641174,0.053260328521652564,0.1677451468392235,1.0,1.0,1.0,1.0,1.0,0.0,4405.39973236769,8.0,4.0,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,103.85583442824404,59.04365579659328,87.58416648149274,0.04518664047151277,0.17239685658153242,1.0,1.0,1.0,1.0,1.0,0.0,7736.098165107289,8.0,4.5,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,121.39256252540125,76.70344414828553,100.55326460381755,0.062157221206581355,0.18053016453382084,1.0,1.0,1.0,1.0,1.0,0.0,15187.740975431068,6.0,5.0,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,153.11306022053202,85.2898875019273,130.83784740405991,0.05116959064327485,0.1574074074074074,1.0,1.0,1.0,1.0,1.0,0.0,29615.760635849558,8.0,5.5,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,129.84479444121106,69.78264747068322,110.41632019592036,0.05784313725490196,0.17058823529411765,1.0,1.0,1.0,1.0,1.0,0.0,17740.52447528546,7.0,6.0,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,116.74435495999889,66.2240120765459,98.53605832977652,0.05655172413793103,0.17793103448275863,1.0,1.0,1.0,1.0,1.0,0.0,12453.031810586324,6.0,6.5,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
3.0,4.0,150.0,26.56505117707799,69.15382809012245,center,91.51520473508965,49.136973061804795,76.75438934328147,0.06113941639647985,0.19916628068550254,1.0,1.0,1.0,1.0,1.0,0.0,2491.5483546668993,8.0,7.0,1.0,0.0,101.20127956205536,53.13010235415599,53.13010235415599
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,142.05999142051158,104.52955694986139,105.89104904493318,0.0675542406311637,0.20167652859960553,1.0,1.0,1.0,1.0,1.0,0.0,66477.53589609872,9.0,3.5,1.0,0.0,96.73292132685961,48.3664606634298,48.3664606634298
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,123.50053763901944,83.21643853837439,101.79018494904165,0.0763582966226138,0.20460107684777287,1.0,1.0,1.0,1.0,1.0,0.0,31053.183784577177,6.0,4.0,1.0,0.0,96.73292132685961,48.3664606634298,48.3664606634298
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,108.65762019026943,71.28891298743775,87.69149729211136,0.07669470559129143,0.23552696684809502,1.0,1.0,1.0,1.0,1.0,0.0,13467.923188011557,7.0,4.5,1.0,0.0,96.73292132685961,48.366460663429805,48.366460663429805
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,85.52320021357592,58.635928041382655,65.42985876765196,0.08405664687071722,0.25673823663773415,1.0,1.0,1.0,1.0,1.0,0.0,4988.10587924581,7.0,5.0,1.0,0.0,96.73292132685961,48.366460663429805,48.366460663429805
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,88.37989618469453,56.40433907811162,72.07950040683724,0.08208955223880597,0.25652985074626866,1.0,1.0,1.0,1.0,1.0,0.0,4464.654799516923,5.0,5.5,1.0,0.0,96.73292132685961,48.3664606634298,48.3664606634298
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,124.21712231078521,77.13558842295723,104.95139946136781,0.057352941176470586,0.1965686274509804,1.0,1.0,1.0,1.0,1.0,0.0,18271.19244395981,8.0,6.0,1.0,0.0,96.73292132685961,48.3664606634298,48.3664606634298
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,83.75793054157634,57.336076917081,64.94122135989923,0.08141674333026679,0.250229990800368,1.0,1.0,1.0,1.0,1.0,0.0,3138.174339209616,7.0,6.5,1.0,0.0,96.73292132685961,48.366460663429805,48.366460663429805
4.0,4.5,180.0,33.690067525979785,64.4886142179064,center,101.96268278333658,68.33098863129791,82.2772495009542,0.06673161227471992,0.2196785192401364,1.0,1.0,1.0,1.0,1.0,0.0,8832.576620206471,4.0,7.0,1.0,0.0,96.73292132685961,48.3664606634298,48.3664606634298
3.5,5.0,180.0,26.56505117707799,73.34397306858845,center,102.02699025158967,61.05287960496957,84.28337708837668,0.05135802469135802,0.20641975308641974,1.0,1.0,1.0,1.0,1.0,0.0,6717.541091663889,5.0,3.5,1.0,0.0,110.01595960288267,55.00797980144133,55.00797980144133
3.5,5.0,180.0,26.56505117707799,73.34397306858845,center,142.4703032077448,95.65701162240534,112.28727555676431,0.051521099116781155,0.1800785083415113,1.0,1.0,1.0,1.0,1.0,0.0,57543.44669492265,7.0,4.0,1.0,0.0,110.01595960288267,55.00797980144134,55.00797980144134
