h_m,r_m,rel_az_deg,cam_c_az_deg,worst_coverage,mean_coverage,blind_wedge_deg,baseline_worst,baseline_mean,delta_worst
4.0,4.5,180.0,315.0,0.25,0.5286458333333331,270.0,0.25,0.4036458333333336,0.0
4.0,4.5,180.0,330.0,0.25,0.4824218750000001,270.0,0.25,0.4036458333333336,0.0
4.0,4.5,180.0,345.0,0.25,0.443359375,270.0,0.25,0.4036458333333336,0.0
3.5,5.0,180.0,15.0,0.2916666666666667,0.41731770833333315,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,30.0,0.2916666666666667,0.4589843750000002,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,45.0,0.2916666666666667,0.5006510416666665,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,60.0,0.2916666666666667,0.5279947916666666,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,75.0,0.2916666666666667,0.5501302083333333,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,90.0,0.2916666666666667,0.5625,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,105.0,0.2916666666666667,0.550130208333333,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,120.0,0.2916666666666667,0.5279947916666665,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,135.0,0.2916666666666667,0.5006510416666667,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,150.0,0.2916666666666667,0.4589843750000002,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,165.0,0.2916666666666667,0.4173177083333332,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,195.0,0.2916666666666667,0.4173177083333333,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,210.0,0.2916666666666667,0.4589843750000002,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,225.0,0.2916666666666667,0.5006510416666667,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,240.0,0.2916666666666667,0.5279947916666669,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,255.0,0.2916666666666667,0.5501302083333337,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,270.0,0.2916666666666667,0.5625,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,285.0,0.2916666666666667,0.5501302083333337,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,300.0,0.2916666666666667,0.5279947916666669,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,315.0,0.2916666666666667,0.5006510416666666,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,330.0,0.2916666666666667,0.4589843750000002,255.0,0.2916666666666667,0.38281250000000006,0.0
3.5,5.0,180.0,345.0,0.2916666666666667,0.41731770833333326,255.0,0.2916666666666667,0.38281250000000006,0.0
4.5,5.0,180.0,15.0,0.25,0.3033854166666667,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,30.0,0.25,0.337890625,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,45.0,0.25,0.36458333333333337,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,60.0,0.25,0.3893229166666666,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,75.0,0.25,0.40364583333333337,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,90.0,0.25,0.4244791666666667,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,105.0,0.25,0.40364583333333337,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,120.0,0.25,0.3893229166666665,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,135.0,0.25,0.3645833333333333,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,150.0,0.25,0.337890625,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,165.0,0.25,0.30338541666666674,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,195.0,0.25,0.3033854166666668,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,210.0,0.25,0.33789062500000017,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,225.0,0.25,0.3645833333333337,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,240.0,0.25,0.3893229166666671,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,255.0,0.25,0.4036458333333338,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,270.0,0.25,0.42447916666666713,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,285.0,0.25,0.40364583333333387,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,300.0,0.25,0.389322916666667,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,315.0,0.25,0.3645833333333337,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,330.0,0.25,0.3378906250000001,270.0,0.25,0.28385416666666663,0.0
4.5,5.0,180.0,345.0,0.25,0.30338541666666674,270.0,0.25,0.28385416666666663,0.0
2.5,3.5,150.0,15.0,0.3333333333333333,0.6575520833333331,240.0,0.2916666666666667,0.626953125,0.04166666666666663
2.5,3.5,150.0,30.0,0.375,0.6816406249999998,225.0,0.2916666666666667,0.626953125,0.08333333333333331
2.5,3.5,150.0,45.0,0.4166666666666667,0.7050781250000001,210.0,0.2916666666666667,0.626953125,0.125
2.5,3.5,150.0,60.0,0.4166666666666667,0.7187500000000001,210.0,0.2916666666666667,0.626953125,0.125
2.5,3.5,150.0,75.0,0.4583333333333333,0.7220052083333335,195.0,0.2916666666666667,0.626953125,0.16666666666666663
2.5,3.5,150.0,90.0,0.5,0.7187499999999999,180.0,0.2916666666666667,0.626953125,0.20833333333333331
2.5,3.5,150.0,105.0,0.5,0.7089843749999999,180.0,0.2916666666666667,0.626953125,0.20833333333333331
2.5,3.5,150.0,120.0,0.2916666666666667,0.6874999999999998,255.0,0.2916666666666667,0.626953125,0.0
2.5,3.5,150.0,135.0,0.2916666666666667,0.6601562499999999,255.0,0.2916666666666667,0.626953125,0.0
2.5,3.5,150.0,165.0,0.5833333333333334,0.6744791666666665,150.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,180.0,0.625,0.7161458333333334,135.0,0.2916666666666667,0.626953125,0.3333333333333333
2.5,3.5,150.0,195.0,0.625,0.7526041666666667,120.0,0.2916666666666667,0.626953125,0.3333333333333333
2.5,3.5,150.0,210.0,0.5833333333333334,0.7838541666666669,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,225.0,0.5833333333333334,0.8125,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,240.0,0.5833333333333334,0.8287760416666663,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,255.0,0.5833333333333334,0.8359374999999997,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,270.0,0.5833333333333334,0.8274739583333331,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,285.0,0.5833333333333334,0.8125000000000001,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,300.0,0.5833333333333334,0.7838541666666666,120.0,0.2916666666666667,0.626953125,0.2916666666666667
2.5,3.5,150.0,315.0,0.5,0.7473958333333334,180.0,0.2916666666666667,0.626953125,0.20833333333333331
2.5,3.5,150.0,330.0,0.4166666666666667,0.7057291666666666,210.0,0.2916666666666667,0.626953125,0.125
2.5,3.5,150.0,345.0,0.3333333333333333,0.6660156249999999,240.0,0.2916666666666667,0.626953125,0.04166666666666663
3.0,3.5,150.0,15.0,0.3333333333333333,0.634765625,240.0,0.2916666666666667,0.6048177083333333,0.04166666666666663
3.0,3.5,150.0,30.0,0.375,0.663411458333333,225.0,0.2916666666666667,0.6048177083333333,0.08333333333333331
3.0,3.5,150.0,45.0,0.4166666666666667,0.6829427083333334,210.0,0.2916666666666667,0.6048177083333333,0.125
3.0,3.5,150.0,60.0,0.4166666666666667,0.6998697916666665,210.0,0.2916666666666667,0.6048177083333333,0.125
3.0,3.5,150.0,75.0,0.4583333333333333,0.7037760416666665,195.0,0.2916666666666667,0.6048177083333333,0.16666666666666663
3.0,3.5,150.0,90.0,0.5,0.6992187500000001,180.0,0.2916666666666667,0.6048177083333333,0.20833333333333331
3.0,3.5,150.0,105.0,0.2916666666666667,0.6855468749999998,255.0,0.2916666666666667,0.6048177083333333,0.0
3.0,3.5,150.0,120.0,0.2916666666666667,0.6660156249999999,255.0,0.2916666666666667,0.6048177083333333,0.0
3.0,3.5,150.0,135.0,0.2916666666666667,0.6360677083333333,255.0,0.2916666666666667,0.6048177083333333,0.0
3.0,3.5,150.0,165.0,0.2916666666666667,0.6471354166666665,255.0,0.2916666666666667,0.6048177083333333,0.0
3.0,3.5,150.0,180.0,0.625,0.6927083333333334,135.0,0.2916666666666667,0.6048177083333333,0.3333333333333333
3.0,3.5,150.0,195.0,0.5833333333333334,0.729166666666667,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,210.0,0.5833333333333334,0.7643229166666666,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,225.0,0.5833333333333334,0.7890625000000001,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,240.0,0.5833333333333334,0.80859375,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,255.0,0.5833333333333334,0.8124999999999999,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,270.0,0.5833333333333334,0.8066406249999999,120.0,0.2916666666666667,0.6048177083333333,0.2916666666666667
3.0,3.5,150.0,285.0,0.5416666666666666,0.7884114583333331,120.0,0.2916666666666667,0.6048177083333333,0.24999999999999994
3.0,3.5,150.0,300.0,0.5,0.76171875,135.0,0.2916666666666667,0.6048177083333333,0.20833333333333331
3.0,3.5,150.0,315.0,0.3333333333333333,0.7239583333333337,210.0,0.2916666666666667,0.6048177083333333,0.04166666666666663
3.0,3.5,150.0,330.0,0.375,0.6855468749999999,225.0,0.2916666666666667,0.6048177083333333,0.08333333333333331
3.0,3.5,150.0,345.0,0.3333333333333333,0.64453125,240.0,0.2916666666666667,0.6048177083333333,0.04166666666666663
