h_m,r_m,rel_az_deg,tilt_deg,convergence_angle_deg,subject_pos_name,mpjpe_mm,mpjpe_aligned_mm,registration_offset_mm,pck30,pck50,detection_coverage,joint_visibility_cam_a,joint_visibility_cam_b,joint_visibility_either,joint_visibility_both,unique_contribution_cam_b,jitter_variance,id_drops,cam_c_h_m,cam_c_az_deg,joint_visibility_cam_c,unique_contribution_cam_c,convergence_ab_deg,convergence_ac_deg,convergence_bc_deg,tag_visibility_ratio,detect_rate_cam_a,detect_rate_cam_b,detect_rate_cam_c,detect_rate_front,detect_rate_back,longest_blind_gap_s
3.0,4.0,180.0,26.56505117707799,81.11383017041994,center,85.4255118136913,57.83361322878504,59.2371371080648,0.09549647314161692,0.25176342919153555,1.0,1.0,1.0,1.0,1.0,0.0,3441.400447196297,2.0,nan,105.0,1.0,0.0,106.26020470831197,78.79290566366339,58.288380139284484,1.0,0.7317073170731707,0.6504065040650406,0.5528455284552846,0.6178861788617886,0.991869918699187,0.0
3.0,4.0,180.0,26.56505117707799,81.11383017041996,center,104.08792089779037,64.9322078155143,73.34659449943383,0.0962877030162413,0.2917633410672854,1.0,1.0,1.0,1.0,1.0,0.0,18900.55484053845,0.0,nan,75.0,1.0,0.0,106.26020470831197,58.2883801392845,78.79290566366339,0.9826086956521739,0.7304347826086957,0.6869565217391305,0.46956521739130436,0.6347826086956522,0.9826086956521739,0.17448344565274423
3.0,3.5,180.0,29.74488129694222,76.22739329112834,center,71.9711665234435,48.87461458878778,55.7847766163522,0.09824561403508772,0.30409356725146197,1.0,1.0,1.0,1.0,1.0,0.0,1843.5839547537819,2.0,nan,270.0,1.0,0.0,98.79741070999107,64.94238458169698,64.94238458169698,1.0,0.7719298245614035,0.6842105263157895,0.6403508771929824,1.0,0.7894736842105263,0.0
3.0,3.5,180.0,29.74488129694222,76.22739329112834,center,113.46348452632493,70.70733605322424,85.492008580941,0.042213348545350825,0.1363377067883628,1.0,1.0,1.0,1.0,1.0,0.0,6614.09557926004,2.0,nan,90.0,1.0,0.0,98.79741070999107,64.94238458169698,64.94238458169698,1.0,0.7692307692307693,0.6666666666666666,0.5042735042735043,0.6666666666666666,1.0,0.0
3.0,3.5,180.0,29.74488129694222,75.97818765960244,center,80.31664632812841,50.177576149700144,66.23683099693721,0.09532163742690059,0.2982456140350877,1.0,1.0,1.0,1.0,1.0,0.0,3560.175677548361,1.0,nan,285.0,1.0,0.0,98.79741070999107,55.05911437180379,74.07803789701244,1.0,0.7719298245614035,0.6842105263157895,0.631578947368421,1.0,0.7719298245614035,0.0
3.0,3.5,180.0,29.74488129694222,75.97818765960244,center,80.969749923566,50.84052622318164,65.00193416295167,0.0711135611907387,0.2227122381477398,1.0,1.0,1.0,1.0,1.0,0.0,1810.657019992711,4.0,nan,255.0,1.0,0.0,98.79741070999107,74.07803789701245,55.05911437180377,1.0,0.7933884297520661,0.6942148760330579,0.7272727272727273,1.0,0.7933884297520661,0.0
4.0,4.0,180.0,36.86989764584402,70.0,center,116.56816359265956,96.0035670736373,80.39975014249403,0.07360552041403105,0.19436457734330076,1.0,1.0,1.0,1.0,1.0,0.0,26547.061799431678,3.0,nan,90.0,1.0,0.0,90.0,60.00000000000001,60.00000000000001,0.9655172413793104,0.6637931034482759,0.603448275862069,0.3275862068965517,0.5775862068965517,0.9568965517241379,0.1726973823879076
4.0,4.0,180.0,36.86989764584402,70.00000000000001,center,91.37586091249071,63.684375989675175,69.09231735992405,0.05741066198008202,0.19214997070884593,1.0,1.0,1.0,1.0,1.0,0.0,3137.7718528686873,4.0,nan,270.0,1.0,0.0,90.0,60.00000000000002,60.00000000000001,1.0,0.6491228070175439,0.5877192982456141,0.5263157894736842,0.9298245614035088,0.7280701754385965,0.0
4.0,4.0,180.0,36.86989764584402,69.7471300784372,center,92.15319571713475,69.94417183645359,64.6800062184574,0.09507246376811594,0.2678260869565217,1.0,1.0,1.0,1.0,1.0,0.0,7007.953493462727,2.0,nan,105.0,1.0,0.0,90.0,68.2479618399894,50.993428395322205,0.9565217391304348,0.6086956521739131,0.6,0.3652173913043478,0.5217391304347826,0.9565217391304348,0.6991379302844667
4.0,4.0,180.0,36.86989764584402,69.7471300784372,center,98.23320636602016,74.11869285114736,68.12750053314363,0.07478260869565218,0.24405797101449275,1.0,1.0,1.0,1.0,1.0,0.0,8391.092750710113,2.0,nan,75.0,1.0,0.0,90.0,50.99342839532221,68.2479618399894,0.9043478260869565,0.7043478260869566,0.5826086956521739,0.30434782608695654,0.5652173913043478,0.9043478260869565,1.3938127818860506
