h_m,r_m,rel_az_deg,tilt_deg,convergence_angle_deg,subject_pos_name,mpjpe_mm,mpjpe_aligned_mm,registration_offset_mm,pck30,pck50,detection_coverage,joint_visibility_cam_a,joint_visibility_cam_b,joint_visibility_either,joint_visibility_both,unique_contribution_cam_b,jitter_variance,id_drops
3.5,3.5,180,35.53767779197438,90.0,center,82.87257008829613,52.03256878565989,67.9541899994923,0.08565560119906739,0.24469856778061508,1.0,1.0,1.0,1.0,1.0,0.0,1770.504621232585,7.0
3.5,4.0,60,32.005383208083494,44.20792594301601,center,102.0514995279432,66.88705435106644,77.43620150783975,0.016381567950075223,0.10709310748314481,1.0,1.0,1.0,1.0,1.0,0.0,13244.496678429188,9.0
3.5,4.0,90,32.005383208083494,64.30195626747476,center,101.36683856333104,67.5835891103433,78.76862545669827,0.03272526257600884,0.14881149806522942,1.0,1.0,1.0,1.0,1.0,0.0,7147.104473986858,9.0
3.5,4.0,120,32.005383208083494,81.34743033874264,center,99.21196430994144,63.53291313666169,80.42694680226585,0.05989453233416597,0.18573411046350263,1.0,1.0,1.0,1.0,1.0,0.0,5601.584796878855,6.0
3.5,4.0,150,32.005383208083494,93.2598224733095,center,84.92226423953706,51.12145473892786,69.3902971220001,0.079,0.23405555555555554,1.0,1.0,1.0,1.0,1.0,0.0,2124.5362791756975,0.0
3.5,4.0,180,32.005383208083494,97.62814966858072,center,79.68911996245302,49.47557182882031,64.92973666564586,0.08597662771285476,0.2508069003895381,1.0,1.0,1.0,1.0,1.0,0.0,1484.4972814548987,0.0
3.5,4.5,60,29.054604099077146,46.491550647117855,center,102.98021127257161,62.661867467291174,82.2500220029779,0.015669755686604885,0.08671721426565572,1.0,1.0,1.0,1.0,1.0,0.0,4456.279623099129,2.0
3.5,4.5,90,29.054604099077146,67.85677929855194,center,109.37478796628888,62.80123537704153,91.3187435491137,0.020328122410650167,0.11335137822460366,1.0,1.0,1.0,1.0,1.0,0.0,10512.277511004975,18.0
3.5,4.5,120,29.054604099077146,86.25106304061794,center,101.48651193058696,61.44549404020945,83.20424248235007,0.05282850282012621,0.1742335399564416,1.0,1.0,1.0,1.0,1.0,0.0,5347.34877482271,4.0
3.5,4.5,150,29.054604099077146,99.36233448138768,center,86.31006449875625,50.542774011961754,70.94656203913597,0.07333333333333333,0.21366946778711485,1.0,1.0,1.0,1.0,1.0,0.0,2031.7492860065254,0.0
3.5,4.5,180,29.054604099077146,104.2500326978036,center,82.37226098250272,48.59914771761034,67.95353585743801,0.07618784530386741,0.23939226519337017,1.0,1.0,1.0,1.0,1.0,0.0,1654.592939694019,0.0
3.5,5.0,60,26.56505117707799,48.36142462055131,center,101.20381187586021,63.99646792675964,77.40798621985127,0.020309050772626933,0.11479028697571744,1.0,1.0,1.0,1.0,1.0,0.0,13114.336158901848,8.0
3.5,5.0,90,26.56505117707799,70.80046026609166,center,109.23262839625957,63.342284681064314,90.54233347744538,0.021714608009024253,0.1182741116751269,1.0,1.0,1.0,1.0,1.0,0.0,8194.909252514113,6.0
3.5,5.0,120,26.56505117707799,90.38453831980483,center,106.5189646483088,56.797333564547074,91.59364107214257,0.041021628569831776,0.14743195663108477,1.0,1.0,1.0,1.0,1.0,0.0,5766.3833400748645,4.0
3.5,5.0,150,26.56505117707799,104.61756669568551,center,90.79837903032028,51.653672524244065,74.28254847432238,0.06567313573930934,0.20458210532169271,1.0,1.0,1.0,1.0,1.0,0.0,4576.51540990964,1.0
3.5,5.0,180,26.56505117707799,110.01595960288267,center,83.07967331738155,50.3753195029383,66.64879503272512,0.06751220607217015,0.22094393624782535,1.0,1.0,1.0,1.0,1.0,0.0,1709.1516590964497,2.0
4.0,4.0,60,36.86989764584402,41.40962210927087,center,117.7271811485329,69.37565976181106,93.76939406800304,0.013388709765560959,0.0822995792119788,1.0,1.0,1.0,1.0,1.0,0.0,104120.4805670383,7.0
4.0,4.0,90,36.86989764584402,60.00000000000001,center,109.49758284317313,76.26214587414331,82.90264879275924,0.03614656690140845,0.15757042253521128,1.0,1.0,1.0,1.0,1.0,0.0,23176.79128997667,8.0
4.0,4.0,120,36.86989764584402,75.52248781407008,center,110.249095362155,67.72611319548328,91.74143085870314,0.059685177087888064,0.18310013117621338,1.0,1.0,1.0,1.0,1.0,0.0,52823.33072646389,5.0
4.0,4.0,150,36.86989764584402,86.15903428374187,center,86.52282337265183,55.03664095531164,69.88849954168569,0.08246109542005871,0.2339812814974802,1.0,1.0,1.0,1.0,1.0,0.0,2419.478311760579,0.0
4.0,4.0,180,36.86989764584402,90.0,center,81.70401813508758,52.36456100158459,66.78377825612444,0.0794002102583965,0.23880927350190892,1.0,1.0,1.0,1.0,1.0,0.0,1327.5440850815144,0.0
4.0,4.5,60,33.690067525979785,43.888550965201816,center,111.71886059996653,67.62191669431083,88.10254951386531,0.014393686784483717,0.08452817605868623,1.0,1.0,1.0,1.0,1.0,0.0,36622.09469440467,6.0
4.0,4.5,90,33.690067525979785,63.80808027748721,center,108.00880338592539,67.38209051433266,87.17523050216414,0.023806862635520287,0.11037219179613278,1.0,1.0,1.0,1.0,1.0,0.0,4789.989101921408,10.0
4.0,4.5,150,33.690067525979785,92.43009235908585,center,95.45951772580467,54.34112892225363,78.61185020375528,0.07928007508419367,0.22966929829404295,1.0,1.0,1.0,1.0,1.0,0.0,53955.27172473744,4.0
4.0,4.5,180,33.690067525979785,96.73292132685961,center,86.36642236085818,50.703109484807655,72.60244272601082,0.07044359528160823,0.2234590463532148,1.0,1.0,1.0,1.0,1.0,0.0,1999.8112183098208,1.0
4.0,5.0,60,30.96375653207352,45.96306405806085,center,106.0726166567497,70.62300946374924,76.95548264845084,0.01762632197414806,0.1039673213586257,1.0,1.0,1.0,1.0,1.0,0.0,11822.939788731874,11.0
4.0,5.0,90,30.96375653207352,67.03032342765592,center,107.02013652893771,72.71696435897185,81.94230268093207,0.03194621923440191,0.14145230290571698,1.0,1.0,1.0,1.0,1.0,0.0,6219.6716107958355,8.0
4.0,5.0,120,30.96375653207352,85.10293679227723,center,98.51239378455094,61.28538277403317,80.11693201744043,0.05675419523889168,0.1840887550872498,1.0,1.0,1.0,1.0,1.0,0.0,5485.043056935961,9.0
4.0,5.0,150,30.96375653207352,97.92173991239194,center,96.64038506429338,52.96687331836517,81.67524183862287,0.05896069287141906,0.1988674217188541,1.0,1.0,1.0,1.0,1.0,0.0,9337.416140941232,11.0
4.0,5.0,180,30.96375653207352,102.68038349181982,center,79.50661670086171,50.3365509395164,63.403438791236404,0.07733333333333334,0.23716666666666666,1.0,1.0,1.0,1.0,1.0,0.0,2348.0258154618805,8.0
4.5,4.5,60,37.874983651098205,41.40962210927086,center,119.1106767626028,81.71909296722603,85.28917733202843,0.02134819064430715,0.10944395410414828,1.0,1.0,1.0,1.0,1.0,0.0,55863.34019457889,8.0
4.5,4.5,90,37.874983651098205,60.00000000000001,center,115.81304003328586,81.03986733414567,89.25192079587116,0.02259824112211956,0.10864967160191473,1.0,1.0,1.0,1.0,1.0,0.0,11412.382895516335,6.0
4.5,4.5,120,37.874983651098205,75.52248781407006,center,119.60414004330862,72.69168143425092,99.89118657312757,0.039661934485996794,0.14019775727779926,1.0,1.0,1.0,1.0,1.0,0.0,27116.721109325317,9.0
4.5,4.5,150,37.874983651098205,86.15903428374187,center,88.31345952919588,57.016714901782386,71.07218984355421,0.07407818131411145,0.23249237593568062,1.0,1.0,1.0,1.0,1.0,0.0,2684.412152747308,0.0
4.5,4.5,180,37.874983651098205,90.0,center,92.95542751890909,55.5653804549733,77.51996397289439,0.06796063122010228,0.22285148732611207,1.0,1.0,1.0,1.0,1.0,0.0,16523.82798770635,6.0
4.5,5.0,60,34.99202019855866,43.634464924701625,center,131.967528639583,78.63147457857292,100.10980960058765,0.014493552298027113,0.0807340460707594,1.0,1.0,1.0,1.0,1.0,0.0,155437.19016158066,8.0
4.5,5.0,120,34.99202019855866,80.13829048680303,center,111.14195500042648,69.64471277836222,90.7029929226705,0.05625413633355394,0.17604235605559232,1.0,1.0,1.0,1.0,1.0,0.0,19098.597712141982,13.0
4.5,5.0,150,34.99202019855866,91.77377458144545,center,95.19767484777975,56.88266981374356,78.03077640562636,0.06647191754395634,0.2142424075400981,1.0,1.0,1.0,1.0,1.0,0.0,11360.69296608048,5.0
4.5,5.0,180,34.99202019855866,96.02557500836669,center,81.66332377290432,53.48185860236938,65.41884948802031,0.07895466903401209,0.239360816734173,1.0,1.0,1.0,1.0,1.0,0.0,1596.1369052212244,1.0
5.0,5.0,60,38.659808254090095,41.40962210927087,center,142.52085876032143,94.66162346360102,100.6568929330539,0.022743662284351252,0.10340045487324569,1.0,1.0,1.0,1.0,1.0,0.0,139161.12764623397,17.0
5.0,5.0,90,38.659808254090095,60.00000000000001,center,160.9480674185132,100.82532252162817,125.38712342694728,0.03626090295682703,0.1409841461407647,1.0,1.0,1.0,1.0,1.0,0.0,257499.0181160857,11.0
5.0,5.0,120,38.659808254090095,75.52248781407008,center,132.95655772482394,78.8940414685105,108.25352146052442,0.04926682959342368,0.1631304154632304,1.0,1.0,1.0,1.0,1.0,0.0,96656.06106101112,10.0
5.0,5.0,150,38.659808254090095,86.15903428374189,center,106.30033010102325,61.2498009482828,88.11356268563102,0.06472563157025703,0.21487148439649953,1.0,1.0,1.0,1.0,1.0,0.0,80010.79060977137,2.0
5.0,5.0,180,38.659808254090095,90.0,center,94.76300342312062,59.41467007708388,76.89930015492804,0.07237596201080727,0.2292451285410185,1.0,1.0,1.0,1.0,1.0,0.0,43070.31050470632,4.0
